DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
210606864,03/10/2021 12:00:00 AM,03/09/2021 12:00:00 AM,220,6,Hollywood,615,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1822,34,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,2200    SAN MARCO                    DR,,34.1115,-118.3326
240905246,01/28/2024 12:00:00 AM,01/28/2024 12:00:00 AM,810,9,Van Nuys,901,1,330,BURGLARY FROM VEHICLE,0344 1822,29,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,15300    VALERIO                      ST,,34.2048,-118.4662
232115346,10/16/2023 12:00:00 AM,10/16/2023 12:00:00 AM,556,21,Topanga,2146,1,310,BURGLARY,0344 1607,61,M,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,21700    SHERMAN                      WY,,34.201,-118.6016
241213855,07/27/2024 12:00:00 AM,07/27/2024 12:00:00 AM,1330,12,77th Street,1205,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1200 W  51ST                         ST,,33.9969,-118.2959
210907419,03/28/2021 12:00:00 AM,03/27/2021 12:00:00 AM,1915,9,Van Nuys,964,2,624,BATTERY - SIMPLE ASSAULT,2004 0445,38,M,O,102.0,SIDEWALK,301.0,BELT FLAILING INSTRUMENT/CHAIN,IC,Invest Cont,624.0,,,,14400    RIVERSIDE                    DR,,34.1576,-118.4468
200914313,09/03/2020 12:00:00 AM,09/03/2020 12:00:00 AM,900,9,Van Nuys,901,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 1402 1420 1822 0605 0919 1300,15,M,H,108.0,PARKING LOT,307.0,VEHICLE,IC,Invest Cont,230.0,,,,SATICOY,SEPULVEDA,34.2085,-118.4662
230320368,11/26/2023 12:00:00 AM,11/20/2023 12:00:00 AM,2130,3,Southwest,351,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,3400 S  LA BREA                      AV,,34.0231,-118.3554
221224614,12/03/2022 12:00:00 AM,12/03/2022 12:00:00 AM,2020,12,77th Street,1257,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1822 0416 0445 0302,21,M,H,103.0,ALLEY,103.0,RIFLE,IC,Invest Cont,230.0,,,,500 W  78TH                         ST,,33.9688,-118.2827
220604610,01/15/2022 12:00:00 AM,01/10/2022 12:00:00 AM,1900,6,Hollywood,646,1,480,BIKE - STOLEN,1822 0344,22,M,W,103.0,ALLEY,,,IC,Invest Cont,480.0,,,,1500    WILCOX                       AV,,34.098,-118.331
220121635,09/30/2022 12:00:00 AM,09/28/2022 12:00:00 AM,1210,1,Central,153,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822 2028 1414 0325,24,M,H,405.0,CLOTHING STORE,,,IC,Invest Cont,442.0,,,,600 S  BROADWAY,,34.0466,-118.252
221709810,04/13/2022 12:00:00 AM,04/12/2022 12:00:00 AM,1900,17,Devonshire,1781,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1609 0329,40,M,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,740.0,,,,8700    INDEPENDENCE                 AV,,34.2282,-118.5907
231005990,02/20/2023 12:00:00 AM,02/20/2023 12:00:00 AM,1100,10,West Valley,1008,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1309 1822 0359,46,M,H,108.0,PARKING LOT,113.0,SIMULATED GUN,IC,Invest Cont,930.0,,,,16800    ROSCOE                       BL,,34.2206,-118.4982
220816867,11/14/2022 12:00:00 AM,11/14/2022 12:00:00 AM,2305,8,West LA,854,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0342 1607,0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,1800    PONTIUS                      AV,,34.0449,-118.4427
211220449,09/27/2021 12:00:00 AM,09/27/2021 12:00:00 AM,1440,12,77th Street,1205,1,210,ROBBERY,1822 0448 0444 0369 0344 0370 0334 0312 1309 0432,28,F,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,210.0,,,,VERMONT                      AV,51ST                         ST,33.9969,-118.2915
230706875,03/08/2023 12:00:00 AM,03/07/2023 12:00:00 AM,1130,7,Wilshire,759,1,310,BURGLARY,1601 1822 0344,66,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,1100 S  NORTON                       AV,,34.0515,-118.3219
200107036,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,900,1,Central,171,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,900 S  FIGUEROA                     ST,,34.0457,-118.2665
241407505,03/18/2024 12:00:00 AM,03/17/2024 12:00:00 AM,300,14,Pacific,1431,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101.0,STREET,,,IC,Invest Cont,522.0,,,,00    WESTMINSTER                  AV,,33.9888,-118.4746
221205982,02/07/2022 12:00:00 AM,02/06/2022 12:00:00 AM,2100,12,77th Street,1213,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5200    DENKER                       AV,,33.9921,-118.3108
200113678,06/20/2020 12:00:00 AM,06/19/2020 12:00:00 AM,2100,1,Central,191,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 1609,0,X,X,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,1800 S  FIGUEROA                     ST,,34.0388,-118.2717
232013317,07/24/2023 12:00:00 AM,07/24/2023 12:00:00 AM,2040,20,Olympic,2088,2,624,BATTERY - SIMPLE ASSAULT,0400 0448 0408 0429 0603 1822,29,F,H,222.0,LAUNDROMAT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,18TH                         ST,ORCHARD                      AV,34.0417,-118.2892
221106779,03/16/2022 12:00:00 AM,03/16/2022 12:00:00 AM,2130,11,Northeast,1109,1,210,ROBBERY,0429 0344 0416 1822,51,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,1100    COLORADO                     BL,,34.1439,-118.1955
230708391,04/12/2023 12:00:00 AM,04/08/2023 12:00:00 AM,1716,7,Wilshire,736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822 0325 0104,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
231419590,10/30/2023 12:00:00 AM,10/30/2023 12:00:00 AM,800,14,Pacific,1406,1,330,BURGLARY FROM VEHICLE,0344 1300 0321,34,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330.0,,,,3500    MENTONE                      AV,,34.0258,-118.4096
200320019,11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,1100,3,Southwest,363,2,624,BATTERY - SIMPLE ASSAULT,1202 1238 1818 0913 0447,63,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,4100    MARLTON                      AV,,34.0102,-118.3404
201917565,11/30/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1020,19,Mission,1962,2,354,THEFT OF IDENTITY,0928,42,M,Z,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,9600    BURNET                       AV,,34.2445,-118.4631
201714066,10/06/2020 12:00:00 AM,10/06/2020 12:00:00 AM,1820,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0378 0352 0344,0,X,X,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,442.0,,,,9300    TAMPA                        AV,,34.244,-118.5583
220817216,11/23/2022 12:00:00 AM,11/23/2022 12:00:00 AM,2030,8,West LA,805,1,320,"BURGLARY, ATTEMPTED",1609 1822,40,F,O,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,320.0,,,,1700    ROSCOMARE                    RD,,34.1016,-118.4698
241813363,09/24/2024 12:00:00 AM,09/24/2024 12:00:00 AM,2000,18,Southeast,1881,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,700 W  REDONDO BEACH                BL,,33.8926,-118.2874
230604757,01/18/2023 12:00:00 AM,01/18/2023 12:00:00 AM,1231,6,Hollywood,663,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1501 0361,44,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,341.0,,,,6600    SANTA MONICA                 BL,,34.0907,-118.3332
201506151,02/12/2020 12:00:00 AM,02/12/2020 12:00:00 AM,1545,15,N Hollywood,1519,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0417 0913 0555 2000 0400 0416 0446,21,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,,,,10600    VICTORY                      BL,,34.1909,-118.3654
231916295,11/07/2023 12:00:00 AM,11/07/2023 12:00:00 AM,530,19,Mission,1988,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,13300    WENTWORTH                    ST,,34.2289,-118.4224
210711272,07/25/2021 12:00:00 AM,07/25/2021 12:00:00 AM,1010,7,Wilshire,762,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,203.0,OTHER BUSINESS,,,AA,Adult Arrest,745.0,,,,5900 W  PICO                         BL,,34.0517,-118.3676
240508410,04/26/2024 12:00:00 AM,04/24/2024 12:00:00 AM,1000,5,Harbor,541,1,310,BURGLARY,0321 0329 1606 1273 1602,71,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,1400    BRETT                        PL,,33.7553,-118.3056
240215375,09/30/2024 12:00:00 AM,09/30/2024 12:00:00 AM,1440,2,Rampart,246,2,888,TRESPASSING,1822 0910 2052 1501,0,X,X,904.0,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,888.0,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
241004977,01/28/2024 12:00:00 AM,01/28/2024 12:00:00 AM,145,10,West Valley,1029,2,888,TRESPASSING,1822 0202,48,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,,,,16000    GAULT                        ST,,34.1994,-118.4815
210504083,01/02/2021 12:00:00 AM,12/31/2020 12:00:00 AM,1630,5,Harbor,504,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1100 1236 1407,0,M,O,203.0,OTHER BUSINESS,102.0,HAND GUN,IC,Invest Cont,740.0,998.0,,,20300    NORMANDIE                    AV,,33.8459,-118.2992
232011804,06/21/2023 12:00:00 AM,06/18/2023 12:00:00 AM,800,20,Olympic,2031,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,ST ANDREWS                   PL,INGRAHAM,34.0607,-118.3112
210616028,09/17/2021 12:00:00 AM,09/17/2021 12:00:00 AM,1710,6,Hollywood,645,2,860,BATTERY WITH SEXUAL CONTACT,0400 0500 0503 0522 1822 1501 0910,46,F,W,911.0,MTA - RED LINE - HOLLYWOOD/HIGHLAND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,HOLLYWOOD                    BL,HIGHLAND                     AV,34.1016,-118.3387
240105569,01/22/2024 12:00:00 AM,01/22/2024 12:00:00 AM,1715,1,Central,153,2,888,TRESPASSING,1501 0910,0,X,X,902.0,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888.0,,,,500 S  HILL                         ST,,34.0488,-118.2518
211512260,07/23/2021 12:00:00 AM,07/23/2021 12:00:00 AM,750,15,N Hollywood,1585,2,624,BATTERY - SIMPLE ASSAULT,0448,40,F,B,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,11200    VENTURA                      BL,,34.143,-118.3727
221822487,12/20/2022 12:00:00 AM,12/20/2022 12:00:00 AM,1010,18,Southeast,1881,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 0352 0344,36,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331.0,,,,800 W  GARDENA                      BL,,33.8887,-118.287
211518586,12/12/2021 12:00:00 AM,12/10/2021 12:00:00 AM,1300,15,N Hollywood,1549,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,57,F,W,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,5400    LANKERSHIM                   BL,,34.1689,-118.3771
221917346,11/28/2022 12:00:00 AM,11/28/2022 12:00:00 AM,1130,19,Mission,1943,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0421 0913 1817,32,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,14500    FOX                          ST,,34.2696,-118.4488
210416007,12/19/2021 12:00:00 AM,12/17/2021 12:00:00 AM,1600,4,Hollenbeck,463,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1ST,CUMMINGS,34.0456,-118.2154
220916545,11/26/2022 12:00:00 AM,11/24/2022 12:00:00 AM,1815,9,Van Nuys,909,2,901,VIOLATION OF RESTRAINING ORDER,2038 2004,59,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,13900    COHASSET                     ST,,34.2066,-118.4356
210911027,06/28/2021 12:00:00 AM,06/25/2021 12:00:00 AM,1700,9,Van Nuys,966,1,310,BURGLARY,0358 1414 1275 1267 0344 1602,35,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,5100    GREENBUSH                    AV,,34.163,-118.4258
221207559,03/07/2022 12:00:00 AM,02/27/2022 12:00:00 AM,1530,12,77th Street,1256,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7400 S  BROADWAY,,33.9727,-118.285
240404767,01/25/2024 12:00:00 AM,01/24/2024 12:00:00 AM,1505,4,Hollenbeck,499,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,61,F,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,3600    UNION PACIFIC                AV,,34.0165,-118.201
230815461,10/09/2023 12:00:00 AM,10/07/2023 12:00:00 AM,1400,8,West LA,859,1,310,BURGLARY,1822 0344,0,X,X,118.0,CONSTRUCTION SITE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,8600 W  PICO                         BL,,34.0538,-118.3785
210807031,03/15/2021 12:00:00 AM,03/12/2021 12:00:00 AM,2010,8,West LA,841,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0346,26,M,O,108.0,PARKING LOT,,,IC,Invest Cont,440.0,,,,WILSHIRE                     BL,BUNDY                        DR,34.0438,-118.4675
201607190,03/17/2020 12:00:00 AM,03/16/2020 12:00:00 AM,2200,16,Foothill,1684,2,946,OTHER MISCELLANEOUS CRIME,0443 2000,24,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest,946.0,,,,7600    SIMPSON                      AV,,34.2095,-118.3889
211210882,04/23/2021 12:00:00 AM,04/23/2021 12:00:00 AM,2325,12,77th Street,1245,1,761,BRANDISH WEAPON,0602 2002 0913 0561 0334 1309,51,M,H,501.0,SINGLE FAMILY DWELLING,215.0,MACHETE,AA,Adult Arrest,761.0,,,,1100 W  GAGE                         AV,,33.9823,-118.2943
212004998,01/29/2021 12:00:00 AM,01/14/2021 12:00:00 AM,900,20,Olympic,2013,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1822 0104,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,4500    BEVERLY                      BL,,34.0763,-118.3069
200712281,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,1115,7,Wilshire,787,1,350,"THEFT, PERSON",2000 0400 0444 1309,34,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,350.0,,,,2200    CRENSHAW                     BL,,34.0375,-118.335
201404397,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1830,14,Pacific,1453,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,26,F,W,101.0,STREET,,,IC,Invest Cont,745.0,,,,4300    LYCEUM                       AV,,33.9905,-118.4338
230711207,06/23/2023 12:00:00 AM,06/22/2023 12:00:00 AM,2057,7,Wilshire,737,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,202.0,LIQUOR STORE,,,IC,Invest Cont,442.0,,,,5200    WILSHIRE                     BL,,34.0622,-118.3429
211211621,05/04/2021 12:00:00 AM,05/04/2021 12:00:00 AM,2230,12,77th Street,1211,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0602 0360 0913 0444 0448 0416 0429 0408,62,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230.0,,,,5300    4TH                          AV,,33.9936,-118.3215
232113992,09/10/2023 12:00:00 AM,09/09/2023 12:00:00 AM,1450,21,Topanga,2146,2,624,BATTERY - SIMPLE ASSAULT,0416,18,F,A,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,21200    SHERMAN                      WY,,34.201,-118.5943
230605300,02/02/2023 12:00:00 AM,02/01/2023 12:00:00 AM,640,6,Hollywood,644,2,624,BATTERY - SIMPLE ASSAULT,2006 0416 0446 0448 0429 0419 0913 1501,29,F,B,517.0,MISSIONS/SHELTERS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1400 N  GARDNER                      ST,,34.0962,-118.3529
220616154,09/17/2022 12:00:00 AM,09/16/2022 12:00:00 AM,100,6,Hollywood,636,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1501,0,X,X,102.0,SIDEWALK,,,IC,Invest Cont,740.0,,,,6500    YUCCA                        ST,,34.1039,-118.331
231221855,10/24/2023 12:00:00 AM,10/22/2023 12:00:00 AM,1903,12,77th Street,1209,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,4500 S  FIGUEROA                     ST,,34.0028,-118.2827
210413371,09/30/2021 12:00:00 AM,09/29/2021 12:00:00 AM,1330,4,Hollenbeck,466,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 0344,60,F,H,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,331.0,,,,300 N  FICKETT                      ST,,34.0442,-118.2063
201608233,04/20/2020 12:00:00 AM,04/19/2020 12:00:00 AM,1120,16,Foothill,1617,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416 0444,20,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,8400    FENWICK                      ST,,34.2615,-118.3157
201111512,07/16/2020 12:00:00 AM,07/01/2020 12:00:00 AM,1800,11,Northeast,1129,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0416 0448 1257 0552,4,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627.0,,,,100 N  AVENUE 66,,34.1138,-118.1798
221822059,12/12/2022 12:00:00 AM,12/11/2022 12:00:00 AM,1800,18,Southeast,1837,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1800 E  107TH                        ST,,33.939,-118.239
242005088,01/25/2024 12:00:00 AM,01/25/2024 12:00:00 AM,620,20,Olympic,2024,1,210,ROBBERY,0104 0400 0945 1822 0325 0344 0444,0,X,X,406.0,OTHER STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,3700    WILSHIRE                     BL,,34.0636,-118.3047
221219088,09/06/2022 12:00:00 AM,09/06/2022 12:00:00 AM,1000,12,77th Street,1243,1,510,VEHICLE - STOLEN,,0,,,103.0,ALLEY,,,IC,Invest Cont,510.0,,,,6600 S  VAN NESS                     AV,,33.9794,-118.3177
240613665,11/30/2024 12:00:00 AM,11/29/2024 12:00:00 AM,2300,6,Hollywood,646,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1300 0329,35,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,,,,SUNSET,SCHRADER,34.098,-118.3324
221518963,12/25/2022 12:00:00 AM,12/24/2022 12:00:00 AM,2100,15,N Hollywood,1512,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,61,M,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,VOSE,COLDWATER CANYON,34.1985,-118.4138
231916368,11/08/2023 12:00:00 AM,11/07/2023 12:00:00 AM,1935,19,Mission,1918,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,34,F,O,101.0,STREET,,,IC,Invest Cont,740.0,,,,12700    WATT                         LN,,34.3016,-118.4229
231211881,05/12/2023 12:00:00 AM,05/12/2023 12:00:00 AM,1335,12,77th Street,1283,1,350,"THEFT, PERSON",0344 1822,18,F,H,124.0,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,CENTURY,WESTERN                      AV,33.9455,-118.309
220313025,06/30/2022 12:00:00 AM,06/29/2022 12:00:00 AM,1800,3,Southwest,301,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,5300 W  ADAMS                        BL,,34.0334,-118.3639
220611657,06/12/2022 12:00:00 AM,06/12/2022 12:00:00 AM,100,6,Hollywood,645,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",1822 0344 0397,25,F,H,108.0,PARKING LOT,,,IC,Invest Cont,522.0,,,,7000    FRANKLIN                     AV,,34.1041,-118.3417
211911919,08/13/2021 12:00:00 AM,08/12/2021 12:00:00 AM,2100,19,Mission,1951,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10600    ORION                        AV,,34.263,-118.4712
231322167,12/17/2023 12:00:00 AM,12/16/2023 12:00:00 AM,1815,13,Newton,1317,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1822,19,M,O,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,1600    MCGARRY                      ST,,34.0232,-118.2409
221813711,07/04/2022 12:00:00 AM,07/04/2022 12:00:00 AM,230,18,Southeast,1841,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,500 W  105TH                        ST,,33.9408,-118.2826
212000926,08/17/2021 12:00:00 AM,08/17/2021 12:00:00 AM,1340,20,Olympic,2055,1,320,"BURGLARY, ATTEMPTED",1822 0432 1402,57,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207.0,OTHER KNIFE,IC,Invest Cont,320.0,998.0,,,1100 S  KENMORE                      AV,,34.0495,-118.2968
200205716,02/04/2020 12:00:00 AM,01/29/2020 12:00:00 AM,900,2,Rampart,246,2,662,"BUNCO, GRAND THEFT",0800 0906,33,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662.0,,,,400 S  WESTLAKE                     AV,,34.0607,-118.2725
231112484,08/21/2023 12:00:00 AM,08/20/2023 12:00:00 AM,2100,11,Northeast,1102,1,310,BURGLARY,0344 0358 1607,0,F,O,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,2900    LOS FELIZ                    BL,,34.1265,-118.2629
220815564,10/14/2022 12:00:00 AM,10/14/2022 12:00:00 AM,2100,8,West LA,829,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,38,M,H,101.0,STREET,,,IC,Invest Cont,740.0,,,,10200    SANTA MONICA                 BL,,34.0571,-118.4251
241714219,11/14/2024 12:00:00 AM,11/13/2024 12:00:00 AM,1700,17,Devonshire,1794,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1202 1609 0329,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,8300    RESEDA                       BL,,34.2208,-118.5361
230200533,01/27/2023 12:00:00 AM,01/27/2023 12:00:00 AM,15,2,Rampart,235,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 0421 0432 1814,54,F,B,102.0,SIDEWALK,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,2300 W  3RD                          ST,,34.0677,-118.2731
201209090,03/13/2020 12:00:00 AM,03/09/2020 12:00:00 AM,1700,12,77th Street,1243,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1900 W  67TH                         ST,,33.9785,-118.3112
211014903,11/24/2021 12:00:00 AM,11/23/2021 12:00:00 AM,1800,10,West Valley,1029,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,WOODLEY                      AV,GAULT                        ST,34.1994,-118.4837
210309373,04/25/2021 12:00:00 AM,04/25/2021 12:00:00 AM,1700,3,Southwest,362,2,624,BATTERY - SIMPLE ASSAULT,0913 1251 1258 0416 0361,13,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,4600    COLISEUM                     ST,,34.0169,-118.3472
211112639,09/04/2021 12:00:00 AM,08/29/2021 12:00:00 AM,1400,11,Northeast,1126,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300 0344,66,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331.0,,,,N  AVE 53,LINCOLN,34.1232,-118.2003
